0,0,5
1,0,3
2,0,5
3,0,2
4,0,3
5,0,1
6,0,2
7,0,3
8,0,4
9,0,2
10,0,3
11,0,1
12,0,4
13,0,3
14,0,3
15,0,4
16,0,4
17,0,3
18,0,3
19,0,1
0,1,2
1,1,4
2,1,1
3,1,4
4,1,2
5,1,4
6,1,3
7,1,3
8,1,4
9,1,5
10,1,3
11,1,3
12,1,5
13,1,2
14,1,2
15,1,1
16,1,2
17,1,4
18,1,1
19,1,1
0,2,3
1,2,2
2,2,3
3,2,5
4,2,3
5,2,2
6,2,3
7,2,4
8,2,5
9,2,2
10,2,4
11,2,1
12,2,5
13,2,2
14,2,3
15,2,5
16,2,1
17,2,4
18,2,5
19,2,3
0,3,3
1,3,1
2,3,2
3,3,2
4,3,1
5,3,5
6,3,5
7,3,4
8,3,2
9,3,5
10,3,5
11,3,1
12,3,2
13,3,3
14,3,3
15,3,3
16,3,3
17,3,3
18,3,1
19,3,2
0,4,2
1,4,4
2,4,1
3,4,1
4,4,3
5,4,1
6,4,2
7,4,4
8,4,1
9,4,1
10,4,2
11,4,3
12,4,4
13,4,4
14,4,2
15,4,2
16,4,4
17,4,3
18,4,2
19,4,4
0,5,3
1,5,3
2,5,4
3,5,2
4,5,1
5,5,2
6,5,4
7,5,2
8,5,3
9,5,3
10,5,5
11,5,5
12,5,3
13,5,3
14,5,4
15,5,1
16,5,1
17,5,1
18,5,5
19,5,1
0,6,1
1,6,1
2,6,5
3,6,3
4,6,1
5,6,1
6,6,4
7,6,3
8,6,3
9,6,2
10,6,1
11,6,2
12,6,5
13,6,5
14,6,3
15,6,1
16,6,3
17,6,4
18,6,2
19,6,4
0,7,5
1,7,4
2,7,2
3,7,2
4,7,2
5,7,3
6,7,2
7,7,5
8,7,4
9,7,1
10,7,2
11,7,2
12,7,1
13,7,2
14,7,4
15,7,1
16,7,4
17,7,2
18,7,3
19,7,5
0,8,2
1,8,4
2,8,1
3,8,2
4,8,3
5,8,2
6,8,4
7,8,1
8,8,5
9,8,2
10,8,1
11,8,1
12,8,2
13,8,3
14,8,5
15,8,5
16,8,2
17,8,3
18,8,2
19,8,5
0,9,2
1,9,1
2,9,2
3,9,3
4,9,2
5,9,3
6,9,5
7,9,1
8,9,1
9,9,5
10,9,2
11,9,3
12,9,4
13,9,2
14,9,2
15,9,5
16,9,1
17,9,1
18,9,2
19,9,4
0,10,3
1,10,2
2,10,5
3,10,4
4,10,3
5,10,5
6,10,5
7,10,4
8,10,2
9,10,5
10,10,4
11,10,5
12,10,1
13,10,2
14,10,3
15,10,3
16,10,1
17,10,4
18,10,4
19,10,1
0,11,2
1,11,5
2,11,5
3,11,4
4,11,4
5,11,3
6,11,2
7,11,5
8,11,2
9,11,5
10,11,5
11,11,4
12,11,5
13,11,3
14,11,1
15,11,5
16,11,3
17,11,5
18,11,5
19,11,4
0,12,3
1,12,2
2,12,2
3,12,1
4,12,5
5,12,5
6,12,4
7,12,3
8,12,3
9,12,2
10,12,2
11,12,4
12,12,2
13,12,1
14,12,1
15,12,1
16,12,5
17,12,3
18,12,4
19,12,1
0,13,5
1,13,4
2,13,4
3,13,1
4,13,1
5,13,4
6,13,1
7,13,2
8,13,2
9,13,1
10,13,4
11,13,1
12,13,5
13,13,1
14,13,4
15,13,2
16,13,3
17,13,4
18,13,5
19,13,5
0,14,3
1,14,1
2,14,3
3,14,1
4,14,4
5,14,5
6,14,5
7,14,5
8,14,1
9,14,5
10,14,5
11,14,4
12,14,4
13,14,2
14,14,4
15,14,3
16,14,5
17,14,1
18,14,4
19,14,2
0,15,1
1,15,5
2,15,2
3,15,3
4,15,1
5,15,2
6,15,5
7,15,3
8,15,2
9,15,1
10,15,4
11,15,2
12,15,4
13,15,4
14,15,3
15,15,4
16,15,5
17,15,5
18,15,4
19,15,1
0,16,3
1,16,4
2,16,3
3,16,2
4,16,1
5,16,4
6,16,4
7,16,1
8,16,1
9,16,2
10,16,3
11,16,1
12,16,4
13,16,5
14,16,1
15,16,4
16,16,1
17,16,3
18,16,3
19,16,1
0,17,1
1,17,1
2,17,4
3,17,4
4,17,1
5,17,4
6,17,2
7,17,3
8,17,5
9,17,4
10,17,3
11,17,1
12,17,2
13,17,3
14,17,1
15,17,1
16,17,2
17,17,4
18,17,1
19,17,3
0,18,2
1,18,3
2,18,5
3,18,5
4,18,2
5,18,2
6,18,5
7,18,2
8,18,2
9,18,4
10,18,1
11,18,5
12,18,4
13,18,4
14,18,3
15,18,1
16,18,1
17,18,5
18,18,4
19,18,2
0,19,5
1,19,3
2,19,3
3,19,1
4,19,5
5,19,2
6,19,2
7,19,5
8,19,3
9,19,1
10,19,1
11,19,3
12,19,5
13,19,5
14,19,2
15,19,4
16,19,4
17,19,3
18,19,5
19,19,2
0,20,2
1,20,5
2,20,3
3,20,3
4,20,3
5,20,2
6,20,4
7,20,4
8,20,3
9,20,5
10,20,3
11,20,1
12,20,4
13,20,2
14,20,2
15,20,5
16,20,1
17,20,3
18,20,4
19,20,2
0,21,4
1,21,5
2,21,1
3,21,2
4,21,2
5,21,1
6,21,3
7,21,3
8,21,3
9,21,2
10,21,2
11,21,3
12,21,1
13,21,4
14,21,5
15,21,3
16,21,4
17,21,3
18,21,1
19,21,2
0,22,3
1,22,3
2,22,3
3,22,2
4,22,1
5,22,2
6,22,4
7,22,5
8,22,1
9,22,3
10,22,2
11,22,2
12,22,3
13,22,4
14,22,5
15,22,4
16,22,5
17,22,3
18,22,2
19,22,4
0,23,2
1,23,3
2,23,5
3,23,1
4,23,5
5,23,5
6,23,1
7,23,1
8,23,1
9,23,5
10,23,3
11,23,5
12,23,5
13,23,1
14,23,1
15,23,5
16,23,1
17,23,5
18,23,2
19,23,1
0,24,3
1,24,5
2,24,3
3,24,2
4,24,4
5,24,2
6,24,1
7,24,1
8,24,1
9,24,4
10,24,5
11,24,1
12,24,4
13,24,3
14,24,2
15,24,1
16,24,4
17,24,4
18,24,5
19,24,1
