0,0,5
1,0,2
2,0,4
3,0,4
4,0,4
5,0,3
6,0,4
7,0,2
8,0,2
9,0,4
10,0,2
11,0,3
12,0,5
13,0,4
14,0,2
0,1,1
1,1,2
2,1,2
3,1,1
4,1,5
5,1,1
6,1,1
7,1,1
8,1,2
9,1,1
10,1,2
11,1,3
12,1,5
13,1,2
14,1,3
0,2,1
1,2,3
2,2,3
3,2,4
4,2,1
5,2,3
6,2,1
7,2,4
8,2,5
9,2,2
10,2,4
11,2,1
12,2,5
13,2,5
14,2,5
0,3,4
1,3,5
2,3,4
3,3,5
4,3,1
5,3,1
6,3,5
7,3,5
8,3,3
9,3,3
10,3,4
11,3,1
12,3,5
13,3,3
14,3,4
0,4,3
1,4,1
2,4,3
3,4,3
4,4,1
5,4,3
6,4,5
7,4,1
8,4,2
9,4,5
10,4,5
11,4,3
12,4,3
13,4,1
14,4,2
0,5,4
1,5,5
2,5,4
3,5,5
4,5,4
5,5,1
6,5,1
7,5,3
8,5,3
9,5,5
10,5,3
11,5,1
12,5,1
13,5,5
14,5,3
0,6,5
1,6,1
2,6,4
3,6,5
4,6,3
5,6,1
6,6,2
7,6,5
8,6,5
9,6,3
10,6,1
11,6,5
12,6,3
13,6,4
14,6,1
0,7,2
1,7,4
2,7,5
3,7,1
4,7,4
5,7,4
6,7,3
7,7,2
8,7,4
9,7,3
10,7,4
11,7,4
12,7,4
13,7,1
14,7,1
0,8,1
1,8,2
2,8,3
3,8,2
4,8,2
5,8,3
6,8,3
7,8,2
8,8,1
9,8,2
10,8,4
11,8,3
12,8,3
13,8,3
14,8,3
0,9,3
1,9,3
2,9,4
3,9,2
4,9,4
5,9,5
6,9,2
7,9,1
8,9,2
9,9,2
10,9,4
11,9,2
12,9,4
13,9,2
14,9,3
0,10,3
1,10,2
2,10,5
3,10,3
4,10,3
5,10,3
6,10,4
7,10,2
8,10,5
9,10,1
10,10,2
11,10,3
12,10,3
13,10,5
14,10,3
0,11,4
1,11,4
2,11,3
3,11,4
4,11,2
5,11,4
6,11,4
7,11,4
8,11,2
9,11,5
10,11,2
11,11,4
12,11,4
13,11,2
14,11,2
0,12,1
1,12,1
2,12,4
3,12,4
4,12,2
5,12,4
6,12,5
7,12,3
8,12,2
9,12,4
10,12,4
11,12,5
12,12,4
13,12,2
14,12,2
0,13,1
1,13,5
2,13,5
3,13,3
4,13,5
5,13,2
6,13,5
7,13,5
8,13,2
9,13,4
10,13,1
11,13,4
12,13,1
13,13,1
14,13,3
0,14,1
1,14,4
2,14,1
3,14,3
4,14,1
5,14,3
6,14,2
7,14,4
8,14,1
9,14,1
10,14,4
11,14,1
12,14,2
13,14,1
14,14,3
0,15,3
1,15,3
2,15,1
3,15,2
4,15,2
5,15,1
6,15,2
7,15,5
8,15,1
9,15,4
10,15,4
11,15,2
12,15,5
13,15,3
14,15,4
0,16,5
1,16,1
2,16,1
3,16,5
4,16,3
5,16,5
6,16,3
7,16,2
8,16,4
9,16,2
10,16,4
11,16,4
12,16,4
13,16,4
14,16,1
0,17,1
1,17,2
2,17,2
3,17,4
4,17,2
5,17,5
6,17,4
7,17,3
8,17,4
9,17,2
10,17,3
11,17,2
12,17,2
13,17,2
14,17,2
0,18,1
1,18,1
2,18,5
3,18,5
4,18,1
5,18,3
6,18,4
7,18,5
8,18,1
9,18,5
10,18,3
11,18,3
12,18,2
13,18,4
14,18,4
0,19,5
1,19,5
2,19,5
3,19,5
4,19,1
5,19,4
6,19,5
7,19,4
8,19,3
9,19,4
10,19,3
11,19,1
12,19,3
13,19,4
14,19,5
0,20,1
1,20,4
2,20,5
3,20,5
4,20,2
5,20,3
6,20,1
7,20,4
8,20,2
9,20,4
10,20,3
11,20,5
12,20,4
13,20,1
14,20,2
0,21,4
1,21,4
2,21,1
3,21,2
4,21,1
5,21,1
6,21,2
7,21,3
8,21,5
9,21,5
10,21,5
11,21,5
12,21,5
13,21,4
14,21,2
0,22,2
1,22,4
2,22,2
3,22,4
4,22,2
5,22,1
6,22,3
7,22,4
8,22,3
9,22,1
10,22,4
11,22,3
12,22,2
13,22,4
14,22,5
0,23,3
1,23,4
2,23,2
3,23,5
4,23,3
5,23,1
6,23,3
7,23,2
8,23,3
9,23,1
10,23,5
11,23,5
12,23,4
13,23,2
14,23,4
0,24,3
1,24,4
2,24,4
3,24,2
4,24,3
5,24,1
6,24,1
7,24,1
8,24,3
9,24,3
10,24,3
11,24,5
12,24,4
13,24,3
14,24,1
