0,0,1.03646330261
1,0,3.64459733033
2,0,4.78738244052
0,1,-0.981768348697
1,1,0.397598813481
2,1,3.78738244052
0,2,0.207292660521
1,2,0.246998516852
2,2,1.63785267844
0,3,1.0182316513
1,3,2.09639822022
2,3,2.21261755948
0,4,1.62187798156
1,4,3.09639822022
2,4,2.0
0,5,1.41458532104
1,5,1.79519762696
2,5,1.85047023792
0,6,1.22552431182
1,6,2.64459733033
2,6,3.42523511896
0,7,0.432816972345
1,7,2.79519762696
2,7,4.78738244052
0,8,0.0182316513026
1,8,1.24699851685
2,8,3.0
0,9,0.829170642084
1,9,2.94579792359
2,9,3.78738244052
