0,0,3.0715792167855063
1,0,1.671168969889778
2,0,-0.5238890089658779
3,0,-0.669943698548864
4,0,1.017927804697829
5,0,0.8301969762905208
6,0,3.519821828546981
7,0,2.8639205885364163
8,0,1.6405583973273261
9,0,1.9800166688341814
0,1,1.456021773144349
1,1,2.3717725820375977
2,1,0.01584504273597566
3,1,-0.32387142564084936
4,1,0.07574416244211235
5,1,-1.9941107682362982
6,1,5.0
7,1,0.774109582809727
8,1,-0.5749848274187968
9,1,3.1677728808565053
0,2,2.507459251331655
1,2,-1.9449466362651842
2,2,-0.55572801008572
3,2,0.0464832396078526
4,2,0.9114906532231147
5,2,-1.4339990712312114
6,2,2.2153892905995116
7,2,0.4630988815012184
8,2,-1.1136886069308942
9,2,0.6415306693195376
0,3,3.9957572591369304
1,3,4.0
2,3,1.2065633425029298
3,3,0.8597868655311812
4,3,1.2559082476153631
5,3,-0.1723948626172296
6,3,4.06867416088755
7,3,0.006227093689547366
8,3,-0.7438037810093288
9,3,2.5816735752576463
0,4,3.9055126632487815
1,4,-0.6620290123017578
2,4,0.7775988750525893
3,4,-0.04034712441078941
4,4,0.9477119733089917
5,4,-1.6790197846267165
6,4,2.347155394392304
7,4,1.3789373257713864
8,4,-0.6376575211549785
9,4,0.40185991843992747
0,5,2.5306153719705695
1,5,1.231290787155228
2,5,3.988926215980461
3,5,-1.8922069193305073
4,5,4.0
5,5,0.29035540066808024
6,5,3.425442957230417
7,5,2.2574237222643867
8,5,3.47918005698571
9,5,1.7806978816432057
0,6,2.096074204085059
1,6,1.980046736600427
2,6,3.9655684390894965
3,6,3.583217633845325
4,6,4.279758509279504
5,6,2.1678531876190976
6,6,2.338458637269964
7,6,0.325686846468299
8,6,4.467939129671299
9,6,1.8939803616357418
0,7,1.6228115991581442
1,7,0.19439040231862553
2,7,0.04084121997367548
3,7,-0.9815343918769991
4,7,0.2642338714582362
5,7,-0.21355894140867743
6,7,1.3484778187479007
7,7,2.108986828953677
8,7,-2.124435358580106
9,7,2.5730306354523518
0,8,1.5780447382828597
1,8,0.41602205983776486
2,8,1.1073548963543856
3,8,0.5561323920373907
4,8,1.3740184685093817
5,8,1.0294982508519455
6,8,1.329576693830932
7,8,1.5757191309471161
8,8,-4.437936789678728
9,8,4.0545913253391195
0,9,4.651438895273264
1,9,-0.5163153644627607
2,9,-0.36449901126051265
3,9,0.5163908362094564
4,9,3.4331709013481855
5,9,-0.6003914573821542
6,9,3.9978704975259767
7,9,0.6605945109280844
8,9,0.16648169327974352
9,9,2.751272328822498
0,10,3.1529271484349977
1,10,-0.12332905251574296
2,10,1.094863414622188
3,10,-0.6907581834252204
4,10,2.1782651003830162
5,10,-0.5354088201326077
6,10,2.933578773016937
7,10,1.4426729279338026
8,10,-0.518259267297215
9,10,0.8082235435724202
0,11,1.944737195924414
1,11,-1.440028014726587
2,11,1.7301443932905944
3,11,1.427791287330822
4,11,2.6716889839092035
5,11,-0.0747915317871932
6,11,1.916072221181267
7,11,0.1284879984753488
8,11,-0.8337798155464445
9,11,1.3241427873261538
0,12,3.2054885416752743
1,12,0.933936220452916
2,12,1.022372341760841
3,12,-0.7245231821923758
4,12,1.7208997135924373
5,12,-1.0172126622989923
6,12,3.300738937385161
7,12,0.9256980762874868
8,12,0.9333722944166384
9,12,2.442228861377559
0,13,0.6288192236184054
1,13,0.0347183649929669
2,13,0.3525774183172514
3,13,-1.0498388507588636
4,13,-0.08642518171549815
5,13,-0.6536559292841458
6,13,1.199305419968164
7,13,1.2018590902066606
8,13,1.0440480474405092
9,13,0.08303536113549324
0,14,4.542217934938806
1,14,2.649275161639606
2,14,1.0
3,14,0.07171734880232593
4,14,-0.19885919746800002
5,14,1.9825917380615712
6,14,4.034804702057984
7,14,0.0745706366859071
8,14,0.9853964509769259
9,14,-0.827176061157647
0,15,1.0074989030166905
1,15,-0.018842403421121447
2,15,0.5151417229859497
3,15,-2.182395094613464
4,15,0.8946736544578275
5,15,-1.2379472690119495
6,15,1.483783547890602
7,15,0.9661395639819935
8,15,-0.7428884539890734
9,15,0.31064966649042625
0,16,5.0
1,16,-1.690910520944384
2,16,0.7251532615240434
3,16,-1.0817249738893278
4,16,1.9262627747189114
5,16,-1.2472646455847234
6,16,1.1977007536301374
7,16,1.3453842907346787
8,16,-0.8376911904865901
9,16,0.5482469525548436
0,17,3.103353359705099
1,17,-1.1368587440985145
2,17,1.4090640418299003
3,17,-1.8049360152639649
4,17,1.7870407017170895
5,17,-2.1713744039741667
6,17,3.8753828975783207
7,17,2.641551758695701
8,17,-1.3616241266784352
9,17,2.4623829009533624
0,18,1.467717876193934
1,18,0.7637134789851827
2,18,4.34655584357698
3,18,-1.7931537544555867
